name,serial,link,title,title score,firstName,name score,origin,origin score,combo score,total score
Jeldor of the Sacred Pillars,5813,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5813,,0.03,Jeldor,0.10,Sacred Pillars,0.40,7.16,7.70
Enchanter Pandora of Alfheim,1244,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1244,Enchanter,0.05,Pandora,0.40,Alfheim,7.23,0.02,7.69
Soran of the Ether,8433,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8433,,0.03,Soran,0.13,Ether,0.37,7.16,7.69
Crowley of the Wild,6949,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6949,,0.03,Crowley,0.06,Wild,0.44,7.16,7.69
Shaman Otto of the Tundra,1736,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1736,Shaman,0.12,Otto,0.78,Tundra,6.77,0.02,7.69
Alessar of the Mountain,7098,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7098,,0.03,Alessar,0.04,Mountain,0.46,7.16,7.69
Layla of the Grotto,2099,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2099,,0.03,Layla,0.30,Grotto,0.19,7.16,7.69
Sondra of the Veil,7739,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7739,,0.03,Sondra,0.13,Veil,0.36,7.16,7.68
Victoria of the Heath,3606,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3606,,0.03,Victoria,0.23,Heath,0.26,7.16,7.68
Mina of the Marsh,2812,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2812,,0.03,Mina,0.37,Marsh,0.12,7.16,7.68
Hadrien of the Wild,1095,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1095,,0.03,Hadrien,0.05,Wild,0.44,7.16,7.68
Bathsheba of the Villa,9013,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9013,,0.03,Bathsheba,0.15,Villa,0.34,7.16,7.68
Hedge Wizard Impy of Alfheim,7975,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7975,Hedge Wizard,0.08,Impy,0.35,Alfheim,7.23,0.02,7.68
Hedge Wizard Lenora out of the Void,8676,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8676,Hedge Wizard,0.08,Lenora,0.35,Void,7.23,0.02,7.68
Beyna of the Moors,7119,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7119,,0.03,Beyna,0.24,Moors,0.24,7.16,7.67
Daria of the Wild,2962,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2962,,0.03,Daria,0.05,Wild,0.44,7.16,7.67
Daphne of the Steppe,6755,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6755,,0.03,Daphne,0.35,Steppe,0.14,7.16,7.67
Alatar of the Bastion,2071,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2071,,0.03,Alatar,0.07,Bastion,0.41,7.16,7.67
Celeste of the Road,5918,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5918,,0.03,Celeste,0.15,Road,0.33,7.16,7.67
Zane of the Desert,713,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/713,,0.03,Zane,0.35,Desert,0.13,7.16,7.67
Alatar of the Sacred Pillars,6701,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6701,,0.03,Alatar,0.07,Sacred Pillars,0.40,7.16,7.66
Solomon of the Sacred Pillars,9695,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9695,,0.03,Solomon,0.07,Sacred Pillars,0.40,7.16,7.66
Aldus of the Bastion,5802,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5802,,0.03,Aldus,0.06,Bastion,0.41,7.16,7.66
Udor of the Field,3556,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3556,,0.03,Udor,0.08,Field,0.39,7.16,7.66
Ozohr of the Ether,6439,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6439,,0.03,Ozohr,0.10,Ether,0.37,7.16,7.66
Isaac of the Veil,5263,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5263,,0.03,Isaac,0.11,Veil,0.36,7.16,7.66
Milton of the Bastion,7100,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7100,,0.03,Milton,0.06,Bastion,0.41,7.16,7.66
Beyna of the Hollow,2608,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2608,,0.03,Beyna,0.24,Hollow,0.22,7.16,7.65
Zelroth of the Villa,3339,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3339,,0.03,Zelroth,0.12,Villa,0.34,7.16,7.65
Cassiopeia of the Plains,4834,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4834,,0.03,Cassiopeia,0.29,Plains,0.17,7.16,7.65
Argus of the Tower,1923,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1923,,0.03,Argus,0.30,Tower,0.16,7.16,7.65
Jerret of the Bastion,9433,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9433,,0.03,Jerret,0.05,Bastion,0.41,7.16,7.65
Artificer Pozzik of Avalon,9858,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9858,Artificer,0.12,Pozzik,6.35,Avalon,1.16,0.02,7.65
Solomon of the Field,4521,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4521,,0.03,Solomon,0.07,Field,0.39,7.16,7.65
Celeste of the Mist,7358,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7358,,0.03,Celeste,0.15,Mist,0.31,7.16,7.65
Hadrien of the Sacred Pillars,5061,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5061,,0.03,Hadrien,0.05,Sacred Pillars,0.40,7.16,7.65
Sorcerer Tumbaj of Atlantis,2662,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2662,Sorcerer,0.03,Tumbaj,2.57,Atlantis,5.02,0.02,7.65
Jerret of the Sacred Pillars,2514,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2514,,0.03,Jerret,0.05,Sacred Pillars,0.40,7.16,7.64
Oracle Bayard of the Belfry,2919,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2919,Oracle,5.90,Bayard,0.30,Belfry,1.41,0.02,7.64
Chaos Mage Miyo of the Wood,8711,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8711,Chaos Mage,2.71,Miyo,4.86,Wood,0.04,0.02,7.64
Aleister of the Wild,1047,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1047,,0.03,Aleister,0.01,Wild,0.44,7.16,7.63
Hadrien of the Field,3581,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3581,,0.03,Hadrien,0.05,Field,0.39,7.16,7.63
Alatar of the Ether,701,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/701,,0.03,Alatar,0.07,Ether,0.37,7.16,7.63
Cybele of the Wood,8808,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8808,,0.03,Cybele,0.40,Wood,0.04,7.16,7.63
Ofaris of the Veil,9519,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9519,,0.03,Ofaris,0.08,Veil,0.36,7.16,7.63
Daria of the Field,4426,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4426,,0.03,Daria,0.05,Field,0.39,7.16,7.63
Milton of the Wold,4458,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4458,,0.03,Milton,0.06,Wold,0.38,7.16,7.63
Layla of the Desert,2787,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2787,,0.03,Layla,0.30,Desert,0.13,7.16,7.62
Lux of the Havens,596,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/596,,0.03,Lux,0.17,Havens,0.26,7.16,7.62
Aeromancer Min of the Obelisk,883,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/883,Aeromancer,1.55,Min,4.86,Obelisk,1.19,0.02,7.62
Casper of the Road,9076,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9076,,0.03,Casper,0.10,Road,0.33,7.16,7.62
Arch-Magician Arabella out of the Void,9051,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9051,Arch-Magician,0.16,Arabella,0.20,Void,7.23,0.02,7.61
Jerret of the Ether,7682,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7682,,0.03,Jerret,0.05,Ether,0.37,7.16,7.61
Cassiopeia of the Steppe,8085,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8085,,0.03,Cassiopeia,0.29,Steppe,0.14,7.16,7.61
Hedge Wizard Pozzik of Mu,4997,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4997,Hedge Wizard,0.08,Pozzik,6.35,Mu,1.16,0.02,7.61
Milo of the Veil,8166,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8166,,0.03,Milo,0.06,Veil,0.36,7.16,7.61
Alessar of the Wold,1992,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1992,,0.03,Alessar,0.04,Wold,0.38,7.16,7.61
Layla of the Valley,3127,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3127,,0.03,Layla,0.30,Valley,0.11,7.16,7.61
Asphodel of the Mount,6454,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6454,,0.03,Asphodel,0.30,Mount,0.11,7.16,7.61
Eden of the Veil,1051,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1051,,0.03,Eden,0.05,Veil,0.36,7.16,7.60
Eden of the Veil,7609,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7609,,0.03,Eden,0.05,Veil,0.36,7.16,7.60
Voodoo Priest Victor of the Sea,9721,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9721,Voodoo Priest,2.32,Victor,3.11,Sea,2.15,0.02,7.60
Oracle Shivra of the Sands,8985,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8985,Oracle,5.90,Shivra,0.27,Sands,1.41,0.02,7.60
Lumos of the Field,3763,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3763,,0.03,Lumos,0.02,Field,0.39,7.16,7.60
Aleister of the Sacred Pillars,8075,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8075,,0.03,Aleister,0.01,Sacred Pillars,0.40,7.16,7.60
Davos of the Havens,7732,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7732,,0.03,Davos,0.15,Havens,0.26,7.16,7.60
Hedge Wizard Nolan of the Cold,6359,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6359,Hedge Wizard,0.08,Nolan,0.27,Cold,7.23,0.02,7.60
Merlon of the Wold,6995,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6995,,0.03,Merlon,0.03,Wold,0.38,7.16,7.60
Faye of the Steppe,7640,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7640,,0.03,Faye,0.27,Steppe,0.14,7.16,7.60
Cassiopeia of the Marsh,9877,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9877,,0.03,Cassiopeia,0.29,Marsh,0.12,7.16,7.60
David of the Villa,752,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/752,,0.03,David,0.06,Villa,0.34,7.16,7.59
Alessar of the Veil,5151,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5151,,0.03,Alessar,0.04,Veil,0.36,7.16,7.59
Merlon of the Ether,4627,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4627,,0.03,Merlon,0.03,Ether,0.37,7.16,7.59
Thana of the Hills,4394,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4394,,0.03,Thana,0.24,Hills,0.16,7.16,7.59
Solomon of the Road,8962,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8962,,0.03,Solomon,0.07,Road,0.33,7.16,7.59
Astrid of the Mount,4396,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4396,,0.03,Astrid,0.29,Mount,0.11,7.16,7.59
Larissa of the Grotto,7259,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7259,,0.03,Larissa,0.20,Grotto,0.19,7.16,7.59
Alessar of the Sun,3941,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3941,,0.03,Alessar,0.04,Sun,0.36,7.16,7.59
Archmagus Eizo of the Inferno,2117,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2117,Archmagus,0.01,Eizo,0.32,Inferno,7.23,0.02,7.58
George of the Villa,4868,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4868,,0.03,George,0.05,Villa,0.34,7.16,7.58
Alchemist Zagan of Avalon,4067,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4067,Alchemist,0.05,Zagan,6.35,Avalon,1.16,0.02,7.58
Aldus of the Road,1399,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1399,,0.03,Aldus,0.06,Road,0.33,7.16,7.58
Zane of the Wood,5712,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5712,,0.03,Zane,0.35,Wood,0.04,7.16,7.58
Arch-Magician Ulysse of Alfheim,1017,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1017,Arch-Magician,0.16,Ulysse,0.17,Alfheim,7.23,0.02,7.58
George of the Road,6844,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6844,,0.03,George,0.05,Road,0.33,7.16,7.57
Lumos of the Veil,9715,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9715,,0.03,Lumos,0.02,Veil,0.36,7.16,7.57
Hedge Wizard Beyna of the Inferno,7770,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7770,Hedge Wizard,0.08,Beyna,0.24,Inferno,7.23,0.02,7.57
Clairvoyant Pumlo of the Garden,4188,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4188,Clairvoyant,4.52,Pumlo,0.20,Garden,2.82,0.02,7.57
Lumos of the Sun,3968,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3968,,0.03,Lumos,0.02,Sun,0.36,7.16,7.57
Lumos of the Sun,8820,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8820,,0.03,Lumos,0.02,Sun,0.36,7.16,7.57
Silas of the Brambles,5104,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5104,,0.03,Silas,0.18,Brambles,0.20,7.16,7.56
Circe of the Brambles,9989,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9989,,0.03,Circe,0.18,Brambles,0.20,7.16,7.56
Merlon of the Villa,120,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/120,,0.03,Merlon,0.03,Villa,0.34,7.16,7.56
Circe of the Grotto,5750,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5750,,0.03,Circe,0.18,Grotto,0.19,7.16,7.56
Aleister of the Sun,8903,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8903,,0.03,Aleister,0.01,Sun,0.36,7.16,7.55
Geomancer Marceau from the Shadow,3715,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3715,Geomancer,0.62,Marceau,3.84,Shadow,3.07,0.02,7.55
Pumlo of the Hills,5351,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5351,,0.03,Pumlo,0.20,Hills,0.16,7.16,7.55
Pumlo of the Tower,5554,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5554,,0.03,Pumlo,0.20,Tower,0.16,7.16,7.55
Zaros of the Hollow,9427,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9427,,0.03,Zaros,0.14,Hollow,0.22,7.16,7.55
Archmagus Zubin of Alfheim,9413,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9413,Archmagus,0.01,Zubin,0.29,Alfheim,7.23,0.02,7.55
Adept Soya of the Cold,9055,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9055,Adept,0.26,Soya,0.04,Cold,7.23,0.02,7.55
Lumos of the Road,958,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/958,,0.03,Lumos,0.02,Road,0.33,7.16,7.54
Aleister of the Villa,8490,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8490,,0.03,Aleister,0.01,Villa,0.34,7.16,7.54
Alessar of the Mist,814,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/814,,0.03,Alessar,0.04,Mist,0.31,7.16,7.54
Layla of the Wood,5593,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5593,,0.03,Layla,0.30,Wood,0.04,7.16,7.54
Carly of the Hollow,2574,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2574,,0.03,Carly,0.12,Hollow,0.22,7.16,7.54
Carly of the Hollow,7587,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7587,,0.03,Carly,0.12,Hollow,0.22,7.16,7.54
Enchanter Thana of Alfheim,6879,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6879,Enchanter,0.05,Thana,0.24,Alfheim,7.23,0.02,7.54
Ozohr of the Moors,759,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/759,,0.03,Ozohr,0.10,Moors,0.24,7.16,7.53
Victoria of the Valley,9328,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9328,,0.03,Victoria,0.23,Valley,0.11,7.16,7.53
Victoria of the Valley,9978,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9978,,0.03,Victoria,0.23,Valley,0.11,7.16,7.53
Necromancer Burnside of the Gnostics,3651,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3651,Necromancer,0.65,Burnside,6.35,Gnostics,0.51,0.02,7.53
Magus Blaise of the Cold,9852,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9852,Magus,0.05,Blaise,0.23,Cold,7.23,0.02,7.53
Summoner Pino from the Shadow,6309,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6309,Summoner,1.31,Pino,3.11,Shadow,3.07,0.02,7.52
Hedge Wizard Pozzik of the Toadstools,2456,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2456,Hedge Wizard,0.08,Pozzik,6.35,Toadstools,1.07,0.02,7.52
Remus of the Cosmos,9339,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9339,,0.03,Remus,0.15,Cosmos,0.18,7.16,7.52
Isaac of the Hollow,8078,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8078,,0.03,Isaac,0.11,Hollow,0.22,7.16,7.52
Soran of the Brambles,4522,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4522,,0.03,Soran,0.13,Brambles,0.20,7.16,7.52
David of the Havens,6300,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6300,,0.03,David,0.06,Havens,0.26,7.16,7.52
Azahl of the Moors,6462,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6462,,0.03,Azahl,0.08,Moors,0.24,7.16,7.52
Conjurer Zixin of the Villa,7803,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7803,Conjurer,0.80,Zixin,6.35,Villa,0.34,0.02,7.52
Druid JackDaw of the Quantum Shadow,7643,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7643,Druid,0.10,JackDaw,3.11,Quantum Shadow,4.28,0.02,7.51
Arabella of the Marsh,5101,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5101,,0.03,Arabella,0.20,Marsh,0.12,7.16,7.51
Carly of the Brambles,3110,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3110,,0.03,Carly,0.12,Brambles,0.20,7.16,7.51
Diana of the Steppe,2418,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2418,,0.03,Diana,0.19,Steppe,0.14,7.16,7.51
Oberon of the Grotto,6453,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6453,,0.03,Oberon,0.13,Grotto,0.19,7.16,7.51
Celeste of the Plains,3755,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3755,,0.03,Celeste,0.15,Plains,0.17,7.16,7.51
Archmagus Iluzor of the Court,3816,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3816,Archmagus,0.01,Iluzor,6.35,Court,1.13,0.02,7.51
Aleister of the Mist,4823,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4823,,0.03,Aleister,0.01,Mist,0.31,7.16,7.51
Aleister of the Mist,8326,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8326,,0.03,Aleister,0.01,Mist,0.31,7.16,7.51
Sage Casper out of the Void,7652,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7652,Sage,0.16,Casper,0.10,Void,7.23,0.02,7.51
Witch Rowena of the Inferno,1295,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1295,Witch,0.14,Rowena,0.12,Inferno,7.23,0.02,7.50
Solomon of the Moors,8869,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8869,,0.03,Solomon,0.07,Moors,0.24,7.16,7.50
Artificer Oberon out of the Void,5768,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5768,Artificer,0.12,Oberon,0.13,Void,7.23,0.02,7.50
Enchanter Arabella of Alfheim,4614,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4614,Enchanter,0.05,Arabella,0.20,Alfheim,7.23,0.02,7.50
Artificer Dutorn of the Tundra,9354,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9354,Artificer,0.12,Dutorn,0.59,Tundra,6.77,0.02,7.50
David of the Moors,3369,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3369,,0.03,David,0.06,Moors,0.24,7.16,7.50
Enchanter Jahid out of the Void,8793,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8793,Enchanter,0.05,Jahid,0.19,Void,7.23,0.02,7.49
Apollo of the Heath,67,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/67,,0.03,Apollo,0.04,Heath,0.26,7.16,7.49
Soya of the Havens,1109,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1109,,0.03,Soya,0.04,Havens,0.26,7.16,7.49
Magus Qianfan of the Toadstools,1453,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1453,Magus,0.05,Qianfan,6.35,Toadstools,1.07,0.02,7.49
Isaac of the Grotto,5552,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5552,,0.03,Isaac,0.11,Grotto,0.19,7.16,7.49
Lux of the Desert,1511,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1511,,0.03,Lux,0.17,Desert,0.13,7.16,7.49
Orpheus of the Mount,5948,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5948,,0.03,Orpheus,0.19,Mount,0.11,7.16,7.49
Amir of the Hollow,2448,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2448,,0.03,Amir,0.07,Hollow,0.22,7.16,7.49
Cairon of the Hills,1460,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1460,,0.03,Cairon,0.14,Hills,0.16,7.16,7.48
Cairon of the Tower,2250,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2250,,0.03,Cairon,0.14,Tower,0.16,7.16,7.48
Mystic Carmilla of Arcadia,1236,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1236,Mystic,0.48,Carmilla,6.35,Arcadia,0.63,0.02,7.48
Arch-Magician Alatar out of the Void,8548,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8548,Arch-Magician,0.16,Alatar,0.07,Void,7.23,0.02,7.48
